employee_id,first_name,last_name,department,sub_department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,hire_date,term_date,term_type,term_reason,active_status
364595822,Cirstoforo,Cradock,HR,Training,5301823462,6054796568,1871591752,12104572130,"Individual Contributor",67479,"2012-12-22 00:00:00","2013-11-12 00:00:00",Voluntary,"Career change",0
369871878,Owen,Muckian,Operations,"Supply Chain",3154133190,2350609054,9452810041,12104572130,"Individual Contributor",69300,"2017-01-14 00:00:00","2017-12-14 00:00:00",Voluntary,"More flexible benefits",0
370012399,Courtnay,Gladdin,Marketing,"Public Relations",8258486776,4524447811,4092540016,12104572130,"Individual Contributor",70183,"2020-11-11 00:00:00",NULL,NULL,NULL,1
373470696,Hank,Pattlel,Operations,Logistics,5047775289,9490565071,9452810041,12104572130,"Individual Contributor",86059,"2013-03-06 00:00:00",NULL,NULL,NULL,1
376722918,Agneta,Molyneux,Operations,Logistics,1771132947,5502602745,9843016922,12104572130,"Individual Contributor",82619,"2013-11-14 00:00:00",NULL,NULL,NULL,1
379550851,Corbet,Huie,Legal,"Intellectual Property",5378368635,9988968226,2591261030,12104572130,"Individual Contributor",102317,"2021-05-11 00:00:00",NULL,NULL,NULL,1
384031265,Nikolaos,Burley,Software,"Software Development",8039175352,9322200876,6129740252,12104572130,"Individual Contributor",64045,"2014-10-10 00:00:00",NULL,NULL,NULL,1
384915595,Austin,Smeath,Sales,"Account Management",1742211818,8885447946,5701309242,12104572130,"Individual Contributor",71649,"2019-12-17 00:00:00",NULL,NULL,NULL,1
389462406,Bertina,Jesson,HR,Training,5620591359,7971865728,3315940256,12104572130,"Individual Contributor",67354,"2019-08-04 00:00:00",NULL,NULL,NULL,1
390131335,Sinclare,Kinane,Sales,"Sales Operations",12104572130,NULL,NULL,NULL,Director,97252,"2017-05-23 00:00:00",NULL,NULL,NULL,1
391368469,Les,Stear,Finance,Auditing,6736812713,991135313,5312370235,12104572130,"Individual Contributor",87662,"2016-02-18 00:00:00",NULL,NULL,NULL,1
395326658,Clarke,Richel,Marketing,"Marketing Research",3285517914,2271051594,2813655685,12104572130,"Individual Contributor",75960,"2016-03-22 00:00:00",NULL,NULL,NULL,1
397592661,Frankie,Iwanicki,Finance,Accounting,3703583476,2902943635,3225775822,12104572130,"Individual Contributor",77694,"2012-08-29 00:00:00",NULL,NULL,NULL,1
399213469,Daile,Cammacke,Operations,"Project Management",31934668,934452372,8495424892,12104572130,"Individual Contributor",62263,"2017-06-06 00:00:00",NULL,NULL,NULL,1
399958811,Faustina,Carlsen,Software,QA,6268712051,12104572130,NULL,NULL,Manager,96943,"2019-08-18 00:00:00",NULL,NULL,NULL,1
401189517,Dolly,Forde,Software,"Technical Support",4917030504,642542467,3902693036,12104572130,"Individual Contributor",99552,"2020-05-30 00:00:00","2021-04-26 00:00:00",Voluntary,"Found a better opportunity",0
404582658,Norina,Cisec,Operations,Logistics,6846380854,2350609054,9452810041,12104572130,"Individual Contributor",83719,"2018-10-07 00:00:00",NULL,NULL,NULL,1
405856957,Rand,Baudinot,R&D,Research,4114386212,5661678441,3314524903,12104572130,"Individual Contributor",81816,"2015-11-14 00:00:00",NULL,NULL,NULL,1
409629656,Abby,Defries,Operations,"Project Management",8488156355,12104572130,NULL,NULL,Manager,71612,"2013-08-07 00:00:00",NULL,NULL,NULL,1
409650215,Marcos,Potbury,Administration,Travel,1133455702,8199309593,12104572130,NULL,"Team Lead",71338,"2020-02-18 00:00:00",NULL,NULL,NULL,1
412442355,Tomkin,Ellph,Procurement,"Supply Chain",1712432991,8698109743,3570683418,12104572130,"Individual Contributor",52850,"2020-02-22 00:00:00",NULL,NULL,NULL,1
412849095,Cloris,McDuffy,Marketing,Advertising,3285517914,2066534911,9743222543,12104572130,"Individual Contributor",72486,"2020-04-19 00:00:00",NULL,NULL,NULL,1
414237711,Madalena,Salmons,Sales,"Business Development",5977987482,316146636,2188325953,12104572130,"Individual Contributor",65019,"2021-03-28 00:00:00",NULL,NULL,NULL,1
414753776,Luce,Corriea,Operations,"Supply Chain",3558741919,2173035137,8488156355,12104572130,"Individual Contributor",64195,"2021-10-08 00:00:00",NULL,NULL,NULL,1
415166642,Paxon,Schohier,Sales,"Sales Operations",5426155896,2169536929,12104572130,NULL,"Team Lead",78491,"2013-07-03 00:00:00",NULL,NULL,NULL,1
416551634,Cad,Iacoboni,Sales,"Account Management",1590378635,7245393338,8057668487,12104572130,"Individual Contributor",76145,"2017-05-28 00:00:00","2019-03-29 00:00:00",Voluntary,"More flexible benefits",0
417293323,Rodge,Cremer,Software,QA,1261309781,7297337598,1327507817,12104572130,"Individual Contributor",100691,"2014-03-30 00:00:00",NULL,NULL,NULL,1
421389812,Kristan,Ceschini,"Product Development","Product Management",9481633581,4035778101,5207980214,12104572130,"Individual Contributor",99809,"2019-08-06 00:00:00",NULL,NULL,NULL,1
425311703,Cornell,Petkov,Administration,Facilities,4064122448,7117669516,1055389029,12104572130,"Individual Contributor",72594,"2019-12-21 00:00:00",NULL,NULL,NULL,1
427950020,Abner,Barraclough,Operations,"Project Management",5194718228,340589918,9843016922,12104572130,"Individual Contributor",60653,"2013-04-20 00:00:00",NULL,NULL,NULL,1
429498919,Emmye,Stirman,Marketing,"Marketing Research",8258486776,860076941,4092540016,12104572130,"Individual Contributor",86090,"2013-11-01 00:00:00","2015-10-05 00:00:00",Voluntary,"Found a better opportunity",0
432756067,Karl,Pentin,Legal,Litigation,5378368635,5945473723,2591261030,12104572130,"Individual Contributor",106615,"2020-01-02 00:00:00",NULL,NULL,NULL,1
437157480,Dar,Roeby,Sales,"Business Development",8667275807,630667872,4098218245,12104572130,"Individual Contributor",66353,"2017-09-20 00:00:00",NULL,NULL,NULL,1
437433600,Alikee,Edrich,Operations,Logistics,216953146,9843016922,12104572130,NULL,"Team Lead",76334,"2012-05-11 00:00:00",NULL,NULL,NULL,1
441778862,Katharine,Peat,Software,"Software Development",9149386020,8277660536,3159687889,12104572130,"Individual Contributor",79586,"2020-08-03 00:00:00",NULL,NULL,NULL,1
445279992,Ellwood,Currin,"Customer Service","Account Management",4875403673,5719467697,9657388599,12104572130,"Individual Contributor",58438,"2021-11-27 00:00:00",NULL,NULL,NULL,1
445538429,Norrie,Whiteside,R&D,Research,618024808,2471427419,4691487226,12104572130,"Individual Contributor",70550,"2012-08-23 00:00:00",NULL,NULL,NULL,1
452620991,Ramsay,Berni,Marketing,"Public Relations",4227611998,3901305303,2813655685,12104572130,"Individual Contributor",77747,"2013-12-06 00:00:00",NULL,NULL,NULL,1
456020232,Lena,Strike,Procurement,"Supply Chain",2061244656,8698109743,584122183,12104572130,"Individual Contributor",68031,"2015-06-22 00:00:00","2017-06-28 00:00:00",Voluntary,"Career change",0
456270991,Kara,Joint,Software,QA,4422581426,399958811,226422921,12104572130,"Individual Contributor",106378,"2020-05-29 00:00:00",NULL,NULL,NULL,1
457160602,Rasla,Diment,HR,Recruiting,5620591359,7548067465,2874824995,12104572130,"Individual Contributor",80541,"2019-03-18 00:00:00",NULL,NULL,NULL,1
459636775,Stormie,Pudden,Software,QA,719280514,1583872264,5942974370,12104572130,"Individual Contributor",97889,"2017-04-24 00:00:00",NULL,NULL,NULL,1
460923431,Banky,Axtonne,Finance,Accounting,3371162925,6641422960,12104572130,NULL,"Team Lead",98423,"2020-10-25 00:00:00",NULL,NULL,NULL,1
461035776,Roland,Canlin,Procurement,Procurement,5470393893,2942515027,3570683418,12104572130,"Individual Contributor",53435,"2015-12-31 00:00:00",NULL,NULL,NULL,1
463445344,Inger,Mushart,Marketing,Advertising,8236942363,7411781974,1949400041,12104572130,"Individual Contributor",71526,"2014-10-19 00:00:00",NULL,NULL,NULL,1
470961240,Gates,Hizir,Sales,"Sales Operations",2305445429,5701309242,12104572130,NULL,"Team Lead",66036,"2014-05-31 00:00:00",NULL,NULL,NULL,1
471195377,Waldo,Britee,R&D,"Product Design",4114386212,1672606048,3792599203,12104572130,"Individual Contributor",69329,"2018-01-27 00:00:00",NULL,NULL,NULL,1
471418613,Winfield,Belliveau,Software,QA,6419439753,965981223,226422921,12104572130,"Individual Contributor",85748,"2015-05-23 00:00:00",NULL,NULL,NULL,1
471882513,Garry,Tale,Marketing,"Public Relations",2668671041,776913542,1949400041,12104572130,"Individual Contributor",62611,"2015-04-08 00:00:00",NULL,NULL,NULL,1
477041826,Hersch,Clavering,Finance,"Financial Planning",6736812713,6043081030,6641422960,12104572130,"Individual Contributor",64043,"2013-09-24 00:00:00",NULL,NULL,NULL,1
477727380,Birgit,Leport,Sales,"Business Development",5181418128,8141465627,4098218245,12104572130,"Individual Contributor",76651,"2018-02-23 00:00:00",NULL,NULL,NULL,1
478432742,Pavlov,Bonney,Sales,"Business Development",5044231817,81223024,4098218245,12104572130,"Individual Contributor",60839,"2020-06-23 00:00:00",NULL,NULL,NULL,1
479745176,Sheffie,Geely,Administration,Travel,2749334301,6497597529,12104572130,NULL,"Team Lead",60038,"2014-05-03 00:00:00",NULL,NULL,NULL,1
484307588,Aveline,Niessen,HR,Recruiting,7136656104,4430186240,8377149542,12104572130,"Individual Contributor",56092,"2021-02-06 00:00:00",NULL,NULL,NULL,1
489809093,Stanislas,Theunissen,Marketing,Advertising,6637306671,5584969996,2813655685,12104572130,"Individual Contributor",69444,"2016-12-13 00:00:00",NULL,NULL,NULL,1
489901173,Dynah,Lockart,HR,Recruiting,9237096765,1871591752,12104572130,NULL,"Team Lead",74919,"2014-04-10 00:00:00",NULL,NULL,NULL,1
491010422,Timmie,Shord,Marketing,"Marketing Research",3894620932,5584969996,1949400041,12104572130,"Individual Contributor",91705,"2012-05-20 00:00:00",NULL,NULL,NULL,1
494018015,Sherlock,Jephcott,Software,"Software Development",4547308100,1371430516,21007178,12104572130,"Individual Contributor",71098,"2014-10-03 00:00:00",NULL,NULL,NULL,1
497634368,Marty,Hogsden,Software,"Software Development",4935607662,5942974370,12104572130,NULL,"Team Lead",113301,"2013-10-07 00:00:00",NULL,NULL,NULL,1
497964008,Beale,Shoebottom,HR,Benefits,5221215448,4348267022,3315940256,12104572130,"Individual Contributor",81744,"2016-01-16 00:00:00",NULL,NULL,NULL,1
498807705,Caddric,Arstall,"Customer Service","Customer Support",114604934,5719467697,9657388599,12104572130,"Individual Contributor",72503,"2017-08-26 00:00:00",NULL,NULL,NULL,1
500142684,Mirna,Geydon,Software,"Technical Support",9617891304,9777908582,3159687889,12104572130,"Individual Contributor",87659,"2017-08-20 00:00:00",NULL,NULL,NULL,1
500238634,Agnese,Sergean,Procurement,"Supply Chain",7254128062,7582291716,4284772434,12104572130,"Individual Contributor",64570,"2017-02-04 00:00:00",NULL,NULL,NULL,1
500369130,Urbain,Poundsford,Software,"Technical Support",7357925070,12104572130,NULL,NULL,Manager,112886,"2019-04-12 00:00:00",NULL,NULL,NULL,1
503182592,Bryanty,Brims,Administration,Travel,2840761127,3529946098,12104572130,NULL,"Team Lead",74060,"2012-04-07 00:00:00",NULL,NULL,NULL,1
503942843,Bette-ann,Readett,Finance,Auditing,1461189915,3913723636,6022803528,12104572130,"Individual Contributor",63295,"2015-01-14 00:00:00",NULL,NULL,NULL,1
507648231,Susy,Vasyushkhin,Software,"Software Development",1261309781,1280971696,3902693036,12104572130,"Individual Contributor",70611,"2018-08-22 00:00:00","2019-09-20 00:00:00",Voluntary,"More flexible benefits",0
522436485,Denny,Officer,Software,"Software Development",259741855,12104572130,NULL,NULL,Manager,118663,"2017-09-15 00:00:00","2019-08-03 00:00:00",Voluntary,"Found a better opportunity",0
523283768,Stephie,Duny,Software,QA,9666212537,4097584094,1327507817,12104572130,"Individual Contributor",82525,"2018-09-26 00:00:00",NULL,NULL,NULL,1
526811388,Donnie,Huskisson,Marketing,"Marketing Research",7047046426,3567515372,9743222543,12104572130,"Individual Contributor",88338,"2017-10-27 00:00:00",NULL,NULL,NULL,1
527818833,Peder,Hallyburton,R&D,Research,4549900708,1424199297,12104572130,NULL,"Team Lead",78496,"2019-12-12 00:00:00","2020-11-08 00:00:00",Voluntary,"Found a better opportunity",0
529835021,Matteo,Henriksson,Operations,Logistics,5194718228,3966372359,9452810041,12104572130,"Individual Contributor",69166,"2018-04-13 00:00:00",NULL,NULL,NULL,1
530315495,Oralia,Cristofolini,Marketing,Advertising,3285517914,3471383792,4092540016,12104572130,"Individual Contributor",65786,"2012-11-14 00:00:00",NULL,NULL,NULL,1
533300383,Ingrim,Boshell,HR,Benefits,3332512175,8855479112,8377149542,12104572130,"Individual Contributor",61983,"2016-07-18 00:00:00","2017-05-05 00:00:00",Involuntary,"Termination for cause",0
537794573,Vasili,Roswarn,Operations,"Project Management",4729374587,2308855907,8488156355,12104572130,"Individual Contributor",63619,"2013-11-19 00:00:00",NULL,NULL,NULL,1
541129126,Alanna,Sterland,Sales,"Sales Operations",6843610689,4586655743,3664844848,12104572130,"Individual Contributor",72052,"2017-04-28 00:00:00",NULL,NULL,NULL,1
541575038,Fey,Thayre,Procurement,Procurement,161461539,1055062301,4284772434,12104572130,"Individual Contributor",75269,"2018-12-12 00:00:00",NULL,NULL,NULL,1
541729008,Ula,Signore,"Product Development","Project Management",7928121193,5996672506,2316448272,12104572130,"Individual Contributor",92642,"2013-08-06 00:00:00",NULL,NULL,NULL,1
543141382,Park,Hambling,Sales,"Business Development",7666588458,4586655743,390131335,12104572130,"Individual Contributor",62302,"2013-05-26 00:00:00",NULL,NULL,NULL,1
544922857,Jacqueline,Yerrington,Sales,"Sales Operations",6284193546,9743876877,3142852362,12104572130,"Individual Contributor",72519,"2020-12-22 00:00:00",NULL,NULL,NULL,1
546049359,Seymour,Hyndley,HR,Benefits,2545467500,4506693985,3315940256,12104572130,"Individual Contributor",72154,"2018-06-07 00:00:00",NULL,NULL,NULL,1
549775725,Wenona,Hars,Administration,Facilities,7922516714,12104572130,NULL,NULL,Manager,65222,"2021-01-05 00:00:00",NULL,NULL,NULL,1
553730775,Marleen,Beazleigh,Sales,"Sales Operations",1423323651,4566010041,2188325953,12104572130,"Individual Contributor",61998,"2012-01-30 00:00:00","2012-11-04 00:00:00",Voluntary,"More flexible benefits",0
554631553,Jonathan,Bleythin,Legal,"Corporate Law",6890254047,7038178543,6102968019,12104572130,"Individual Contributor",102980,"2014-10-26 00:00:00",NULL,NULL,NULL,1
559002469,Florina,Gooderick,Sales,"Business Development",1475678311,5426155896,4932459135,12104572130,"Individual Contributor",74958,"2021-09-13 00:00:00","2021-10-16 00:00:00",Involuntary,"Budget cuts",0
559504522,Adelle,Pharoah,HR,Training,8012519959,7418359847,3315940256,12104572130,"Individual Contributor",66463,"2012-08-19 00:00:00",NULL,NULL,NULL,1
561512705,Florette,Doby,"Product Development","Project Management",4549854048,3438576425,4754231337,12104572130,"Individual Contributor",76835,"2015-09-09 00:00:00","2017-06-30 00:00:00",Voluntary,"Better salary",0
562204659,Weidar,Feehily,Software,"Technical Support",1857304825,9900405594,5942974370,12104572130,"Individual Contributor",56553,"2014-06-30 00:00:00","2015-06-12 00:00:00",Voluntary,"Found a better opportunity",0
563025669,Jeremiah,Serjeant,Finance,Accounting,6207339267,1672001344,8996729135,12104572130,"Individual Contributor",76659,"2013-04-28 00:00:00",NULL,NULL,NULL,1
564124995,Alon,Byneth,Procurement,"Supply Chain",6486351829,6827380667,584122183,12104572130,"Individual Contributor",69543,"2019-05-28 00:00:00",NULL,NULL,NULL,1
567843615,Murray,Gribben,Operations,"Project Management",4987810981,5721091419,8488156355,12104572130,"Individual Contributor",68760,"2012-07-01 00:00:00",NULL,NULL,NULL,1
571560532,Iris,Darwin,"Customer Service","Customer Support",9191905228,5719467697,9657388599,12104572130,"Individual Contributor",45588,"2015-03-26 00:00:00",NULL,NULL,NULL,1
571763917,Clio,Whitfield,Software,"Software Development",1880200034,9839227290,259741855,12104572130,"Individual Contributor",78024,"2014-03-21 00:00:00",NULL,NULL,NULL,1
572085668,Liane,Shawyers,Sales,"Business Development",7550718163,7245393338,390131335,12104572130,"Individual Contributor",78923,"2021-11-26 00:00:00",NULL,NULL,NULL,1
574484177,Dalis,Sinton,R&D,"Product Design",3314524903,12104572130,NULL,NULL,Manager,96375,"2015-08-20 00:00:00",NULL,NULL,NULL,1
577904559,Ange,Houlahan,Sales,"Sales Operations",6531988791,5426155896,3142852362,12104572130,"Individual Contributor",64939,"2016-03-05 00:00:00","2018-02-07 00:00:00",Voluntary,"Found a better opportunity",0
579723281,Anjanette,Christoffersen,Operations,Logistics,5200766814,5721091419,1740357466,12104572130,"Individual Contributor",75298,"2014-09-05 00:00:00",NULL,NULL,NULL,1
582378211,Avery,Cottham,Finance,Auditing,4509773399,5400546882,12104572130,NULL,"Team Lead",100145,"2013-08-25 00:00:00",NULL,NULL,NULL,1
584122183,Ramon,Crankshaw,Procurement,Procurement,12104572130,NULL,NULL,NULL,Director,76289,"2020-03-29 00:00:00",NULL,NULL,NULL,1
585794964,Petronella,Bedford,Software,QA,6969442245,3392502096,9368442131,12104572130,"Individual Contributor",95950,"2014-08-06 00:00:00",NULL,NULL,NULL,1
587199729,Madelaine,Feyer,Software,"Technical Support",9149386020,3392502096,259741855,12104572130,"Individual Contributor",81905,"2014-06-24 00:00:00",NULL,NULL,NULL,1
588773955,Julius,Barthod,Legal,"Intellectual Property",8996200527,3506070575,6102968019,12104572130,"Individual Contributor",86988,"2014-07-17 00:00:00","2016-07-31 00:00:00",Voluntary,"Found a better opportunity",0
589689537,Taylor,Gedge,Sales,"Sales Operations",5898696889,9588662057,8057668487,12104572130,"Individual Contributor",83291,"2019-11-24 00:00:00","2021-10-27 00:00:00",Involuntary,Performance,0
591805940,Reagan,Pilbeam,"Customer Service","Customer Support",9657388599,12104572130,NULL,NULL,Manager,79087,"2019-09-24 00:00:00","2021-10-09 00:00:00",Voluntary,"Career change",0
601033882,Zack,Nilles,Procurement,Procurement,1144778675,8886609535,584122183,12104572130,"Individual Contributor",55142,"2014-08-05 00:00:00",NULL,NULL,NULL,1
603055282,Efrem,Lerway,Marketing,Advertising,3007781589,7411781974,2813655685,12104572130,"Individual Contributor",62921,"2017-10-26 00:00:00",NULL,NULL,NULL,1
605118435,Anatole,Knutsen,Marketing,"Public Relations",2884263685,1949400041,12104572130,NULL,"Team Lead",76680,"2018-10-20 00:00:00",NULL,NULL,NULL,1
610951949,Mirilla,Gartshore,Administration,"Executive Assistants",2350971114,1133455702,8652820129,12104572130,"Individual Contributor",52512,"2013-06-28 00:00:00",NULL,NULL,NULL,1
611183161,Genny,Peters,Software,QA,9293014412,1900946112,1327507817,12104572130,"Individual Contributor",86992,"2012-02-29 00:00:00",NULL,NULL,NULL,1
612146832,Maurice,Toms,HR,Recruiting,3335588954,9487817572,8421163041,12104572130,"Individual Contributor",57476,"2014-03-10 00:00:00",NULL,NULL,NULL,1
612506501,Whit,Headrick,Operations,Logistics,5194718228,1697459633,8488156355,12104572130,"Individual Contributor",62877,"2015-10-31 00:00:00",NULL,NULL,NULL,1
615530838,Hatti,Gebby,Software,"Technical Support",5942974370,12104572130,NULL,NULL,Manager,94134,"2012-04-21 00:00:00",NULL,NULL,NULL,1
616702142,Addia,Roskams,Sales,"Sales Operations",7550718163,2241679125,5701309242,12104572130,"Individual Contributor",57004,"2020-07-22 00:00:00",NULL,NULL,NULL,1
618024808,Odilia,Rapkins,R&D,Research,1672606048,3314524903,12104572130,NULL,"Team Lead",102241,"2012-12-02 00:00:00",NULL,NULL,NULL,1
620080361,Adam,Petrov,HR,Benefits,5221215448,2391682711,8377149542,12104572130,"Individual Contributor",79383,"2018-09-07 00:00:00",NULL,NULL,NULL,1
621736093,Dennie,Hargitt,"Product Development","Product Marketing",2196257370,4889803209,765808111,12104572130,"Individual Contributor",88992,"2019-08-08 00:00:00",NULL,NULL,NULL,1
622021224,Nobe,Halsall,Sales,"Account Management",3855144093,7246033069,5701309242,12104572130,"Individual Contributor",72903,"2014-02-07 00:00:00","2015-02-21 00:00:00",Involuntary,"Company restructuring",0
626385841,Viola,Haysar,HR,Recruiting,5620591359,6064345413,3315940256,12104572130,"Individual Contributor",75404,"2013-09-23 00:00:00",NULL,NULL,NULL,1
630048313,Rube,Massenhove,HR,Benefits,977946997,5940412697,12104572130,NULL,"Team Lead",68892,"2015-09-11 00:00:00",NULL,NULL,NULL,1
630667872,Winfred,Laurence,Sales,"Account Management",1074347333,12104572130,NULL,NULL,Manager,70782,"2015-08-26 00:00:00",NULL,NULL,NULL,1
635914058,Derwin,Chrystal,Marketing,"Public Relations",1949400041,12104572130,NULL,NULL,Manager,81373,"2012-06-24 00:00:00","2013-07-25 00:00:00",Voluntary,"More flexible benefits",0
636774206,Margalit,Sainsbury-Brown,HR,Recruiting,3332512175,2771745961,5940412697,12104572130,"Individual Contributor",75048,"2017-12-18 00:00:00",NULL,NULL,NULL,1
637102865,Barret,Hyde,Software,QA,5942974370,12104572130,NULL,NULL,Manager,94744,"2013-06-01 00:00:00",NULL,NULL,NULL,1
638645357,Cally,Sampson,HR,Recruiting,8416606255,3613728055,5940412697,12104572130,"Individual Contributor",80570,"2020-01-06 00:00:00",NULL,NULL,NULL,1
639037103,Michale,Stillert,R&D,Research,1490454440,574484177,9928084959,12104572130,"Individual Contributor",95877,"2015-08-07 00:00:00",NULL,NULL,NULL,1
639815194,Nolan,Patemore,Sales,"Account Management",231906979,6002694929,1074347333,12104572130,"Individual Contributor",69888,"2013-10-22 00:00:00","2014-10-20 00:00:00",Involuntary,Performance,0
641796013,Lyon,Brion,Marketing,"Marketing Research",8236942363,1351843841,1949400041,12104572130,"Individual Contributor",72334,"2013-12-20 00:00:00",NULL,NULL,NULL,1
642542467,Laurie,Mendel,Software,"Technical Support",5959242695,12104572130,NULL,NULL,Manager,93324,"2020-04-25 00:00:00",NULL,NULL,NULL,1
643558779,Frances,Milton-White,Finance,"Financial Planning",1648354202,5350093764,8988913174,12104572130,"Individual Contributor",83802,"2016-09-11 00:00:00",NULL,NULL,NULL,1
644068278,Lawton,Gibbie,"Product Development","Product Marketing",2717456864,6592458020,5207980214,12104572130,"Individual Contributor",85376,"2015-01-28 00:00:00",NULL,NULL,NULL,1
653854959,Dallis,Kemshell,Operations,"Project Management",4398475173,5857782715,8495424892,12104572130,"Individual Contributor",84864,"2018-05-09 00:00:00",NULL,NULL,NULL,1
659977946,Loralie,Churcher,Software,"Software Development",1411913625,4935607662,9451957864,12104572130,"Individual Contributor",95934,"2021-01-07 00:00:00",NULL,NULL,NULL,1
661520076,Elka,Sinclair,"Product Development","Product Marketing",8270405811,6592458020,5207980214,12104572130,"Individual Contributor",78692,"2012-08-12 00:00:00",NULL,NULL,NULL,1
661588400,Stanton,Pimer,Software,QA,3583023331,9281160388,7357925070,12104572130,"Individual Contributor",71965,"2013-07-19 00:00:00",NULL,NULL,NULL,1
662071314,Tracey,Nore,Operations,"Project Management",1042621318,934452372,8375539146,12104572130,"Individual Contributor",73191,"2017-09-29 00:00:00",NULL,NULL,NULL,1
665632691,Rosaleen,Pentelo,Finance,Accounting,460923431,7396879268,5400546882,12104572130,"Individual Contributor",88670,"2021-05-06 00:00:00",NULL,NULL,NULL,1
668973582,Tessi,Swine,Software,"Technical Support",1880200034,2018169686,6129740252,12104572130,"Individual Contributor",78866,"2019-11-28 00:00:00","2020-10-24 00:00:00",Involuntary,Performance,0
672942281,Phillie,Dallan,Marketing,"Public Relations",2668671041,6010476544,4092540016,12104572130,"Individual Contributor",71991,"2017-11-05 00:00:00",NULL,NULL,NULL,1
673588551,Raphael,Steventon,Software,QA,6969442245,500369130,6268712051,12104572130,"Individual Contributor",99481,"2012-06-27 00:00:00",NULL,NULL,NULL,1
673910323,Dorothee,Malitrott,"Product Development","Product Marketing",7928121193,3438576425,2316448272,12104572130,"Individual Contributor",96575,"2020-10-23 00:00:00",NULL,NULL,NULL,1
677352149,Mac,Blissitt,R&D,Research,5279525268,5760565657,3792599203,12104572130,"Individual Contributor",71015,"2015-03-21 00:00:00","2017-01-31 00:00:00",Involuntary,"Termination for cause",0
683198210,Adelbert,Motten,Software,"Technical Support",3899352413,6268712051,12104572130,NULL,"Team Lead",82018,"2017-02-07 00:00:00",NULL,NULL,NULL,1
691269380,Grady,Fernehough,Operations,"Supply Chain",293579828,4521656077,9843016922,12104572130,"Individual Contributor",82049,"2021-02-26 00:00:00",NULL,NULL,NULL,1
692526841,Philly,Trass,Sales,"Account Management",2612461749,4098218245,12104572130,NULL,"Team Lead",86826,"2015-03-09 00:00:00",NULL,NULL,NULL,1
693727378,Sarine,Swetmore,Software,QA,7392629634,2870084555,3159687889,12104572130,"Individual Contributor",81944,"2021-10-05 00:00:00",NULL,NULL,NULL,1
698086933,Calla,Monger,Marketing,"Public Relations",8433191749,8006539791,4092540016,12104572130,"Individual Contributor",81506,"2018-08-29 00:00:00",NULL,NULL,NULL,1
700354922,Niles,Mcsarry,Sales,"Account Management",7246033069,2169536929,12104572130,NULL,"Team Lead",70948,"2018-05-21 00:00:00","2020-02-22 00:00:00",Voluntary,"More flexible benefits",0
702442395,Rosalie,Surmeyers,Procurement,Procurement,584122183,12104572130,NULL,NULL,Manager,72721,"2017-12-06 00:00:00",NULL,NULL,NULL,1
708917092,Loretta,Jerram,Software,"Technical Support",642542467,2107182373,12104572130,NULL,"Team Lead",87136,"2018-04-19 00:00:00",NULL,NULL,NULL,1
715711338,Gardner,Gardner,HR,Training,5848905519,977946997,7870535481,12104572130,"Individual Contributor",56671,"2012-06-03 00:00:00",NULL,NULL,NULL,1
717041610,Cassondra,Ledbury,Operations,"Project Management",4923426918,934452372,9452810041,12104572130,"Individual Contributor",75903,"2020-02-18 00:00:00",NULL,NULL,NULL,1
719032047,Sinclare,Petrillo,Operations,"Project Management",5194718228,91052068,1740357466,12104572130,"Individual Contributor",72121,"2014-03-10 00:00:00","2016-03-20 00:00:00",Voluntary,"Career change",0
719280514,Bert,Probet,Software,"Software Development",5705066913,3159687889,12104572130,NULL,"Team Lead",111871,"2014-09-30 00:00:00",NULL,NULL,NULL,1
720134547,Tabitha,Ingilson,HR,Recruiting,5267318679,977946997,1871591752,12104572130,"Individual Contributor",58716,"2014-12-05 00:00:00",NULL,NULL,NULL,1
727173026,Giff,Wray,Sales,"Account Management",5103103148,2305445429,3664844848,12104572130,"Individual Contributor",68392,"2021-02-06 00:00:00",NULL,NULL,NULL,1
728255265,Leeann,Weyman,Finance,"Financial Planning",3784100768,7265175724,5312370235,12104572130,"Individual Contributor",77858,"2019-04-18 00:00:00",NULL,NULL,NULL,1
731490111,Casey,Cragoe,"Customer Service","Account Management",6367159762,3800737707,9657388599,12104572130,"Individual Contributor",55966,"2017-06-26 00:00:00","2018-07-12 00:00:00",Voluntary,"Better salary",0
731665178,Maurine,Jordeson,HR,Benefits,5356337911,5187621014,8377149542,12104572130,"Individual Contributor",67743,"2021-03-15 00:00:00",NULL,NULL,NULL,1
735838273,Dorthea,Shadrack,Sales,"Business Development",6531988791,6002694929,390131335,12104572130,"Individual Contributor",71948,"2015-03-23 00:00:00",NULL,NULL,NULL,1
740906809,Khalil,Cliburn,"Product Development","Product Management",7048513680,4754231337,12104572130,NULL,"Team Lead",98309,"2020-05-02 00:00:00",NULL,NULL,NULL,1
741690883,Hans,Sergean,Software,QA,4645585274,9798129566,259741855,12104572130,"Individual Contributor",91103,"2013-06-02 00:00:00",NULL,NULL,NULL,1
744272905,Cherin,Mulbry,"Product Development","Product Management",2372871770,5793341199,2316448272,12104572130,"Individual Contributor",67821,"2021-04-04 00:00:00",NULL,NULL,NULL,1
744385775,Gayle,Wisam,HR,Recruiting,8196851986,1966624945,1871591752,12104572130,"Individual Contributor",76374,"2013-10-18 00:00:00",NULL,NULL,NULL,1
